"date","CHINA A-DS MARKET $ - PRICE INDEX","DAX 30 PERFORMANCE - PRICE INDEX","DOW JONES INDUSTRIALS - PRICE INDEX","FTSE ALL SHARE - PRICE INDEX","IRELAND-DS MARKET $ - PRICE INDEX","NIKKEI 225 STOCK AVERAGE - PRICE INDEX","RUSSELL 2000 - PRICE INDEX","S&P 500 COMPOSITE DS CALCULATED - PRICE INDEX","WORLD-DS Market - PRICE INDEX"
1960-01-29,NA,NA,622.62,NA,NA,953.03,NA,NA,NA
1960-02-01,NA,NA,626.2,NA,NA,962.7,NA,NA,NA
1960-02-02,NA,NA,636.92,NA,NA,959.48,NA,NA,NA
1960-02-03,NA,NA,630.97,NA,NA,958.98,NA,NA,NA
1960-02-04,NA,NA,631.14,NA,NA,960.7,NA,NA,NA
1960-02-05,NA,NA,626.77,NA,NA,964.56,NA,NA,NA
1960-02-08,NA,NA,619.43,NA,NA,977.11,NA,NA,NA
1960-02-09,NA,NA,628.45,NA,NA,983.29,NA,NA,NA
1960-02-10,NA,NA,623.36,NA,NA,985.98,NA,NA,NA
1960-02-11,NA,NA,618.57,NA,NA,990.89,NA,NA,NA
1960-02-12,NA,NA,622.23,NA,NA,986.1,NA,NA,NA
1960-02-15,NA,NA,617.58,NA,NA,987.56,NA,NA,NA
1960-02-16,NA,NA,611.33,NA,NA,992.51,NA,NA,NA
1960-02-17,NA,NA,613.55,NA,NA,988.12,NA,NA,NA
1960-02-18,NA,NA,622.19,NA,NA,976.59,NA,NA,NA
1960-02-19,NA,NA,628.45,NA,NA,991.8,NA,NA,NA
1960-02-22,NA,NA,628.45,NA,NA,1004.33,NA,NA,NA
1960-02-23,NA,NA,626.19,NA,NA,1001.22,NA,NA,NA
1960-02-24,NA,NA,623.73,NA,NA,993.52,NA,NA,NA
1960-02-25,NA,NA,628.51,NA,NA,998.11,NA,NA,NA
1960-02-26,NA,NA,632,NA,NA,1007.04,NA,NA,NA
1960-02-29,NA,NA,630.12,NA,NA,1015.06,NA,NA,NA
1960-03-01,NA,NA,626.87,NA,NA,1025.02,NA,NA,NA
1960-03-02,NA,NA,621.37,NA,NA,1029.46,NA,NA,NA
1960-03-03,NA,NA,612.05,NA,NA,1032.3,NA,NA,NA
1960-03-04,NA,NA,609.79,NA,NA,1025.6,NA,NA,NA
1960-03-07,NA,NA,604.02,NA,NA,1025.06,NA,NA,NA
1960-03-08,NA,NA,599.1,NA,NA,1032.07,NA,NA,NA
1960-03-09,NA,NA,607.16,NA,NA,1025.06,NA,NA,NA
1960-03-10,NA,NA,602.31,NA,NA,1008.16,NA,NA,NA
1960-03-11,NA,NA,605.83,NA,NA,1010.04,NA,NA,NA
1960-03-14,NA,NA,606.79,NA,NA,1006.06,NA,NA,NA
1960-03-15,NA,NA,612.18,NA,NA,1007.09,NA,NA,NA
1960-03-16,NA,NA,616.73,NA,NA,1009.42,NA,NA,NA
1960-03-17,NA,NA,615.09,NA,NA,1023.18,NA,NA,NA
1960-03-18,NA,NA,616.42,NA,NA,1021.33,NA,NA,NA
1960-03-21,NA,NA,617,NA,NA,1024.06,NA,NA,NA
1960-03-22,NA,NA,618.09,NA,NA,1033.06,NA,NA,NA
1960-03-23,NA,NA,622.06,NA,NA,1033.3,NA,NA,NA
1960-03-24,NA,NA,624,NA,NA,1039.52,NA,NA,NA
1960-03-25,NA,NA,622.47,NA,NA,1040.93,NA,NA,NA
1960-03-28,NA,NA,621.78,NA,NA,1039.58,NA,NA,NA
1960-03-29,NA,NA,620.35,NA,NA,1047.28,NA,NA,NA
1960-03-30,NA,NA,619.94,NA,NA,1060.47,NA,NA,NA
1960-03-31,NA,NA,616.59,NA,NA,1059.49,NA,NA,NA
1960-04-01,NA,NA,615.98,NA,NA,1062.25,NA,NA,NA
1960-04-04,NA,NA,618.54,NA,NA,1074.41,NA,NA,NA
1960-04-05,NA,NA,622.19,NA,NA,1069.28,NA,NA,NA
1960-04-06,NA,NA,628.31,NA,NA,1075.39,NA,NA,NA
1960-04-07,NA,NA,629.03,NA,NA,1069.61,NA,NA,NA
1960-04-08,NA,NA,628.1,NA,NA,1074.24,NA,NA,NA
1960-04-11,NA,NA,624.89,NA,NA,1071.99,NA,NA,NA
1960-04-12,NA,NA,626.5,NA,NA,1071.47,NA,NA,NA
1960-04-13,NA,NA,626.5,NA,NA,1052.23,NA,NA,NA
1960-04-14,NA,NA,630.12,NA,NA,1066.82,NA,NA,NA
1960-04-15,NA,NA,630.12,NA,NA,1059.06,NA,NA,NA
1960-04-18,NA,NA,630.77,NA,NA,1078.45,NA,NA,NA
1960-04-19,NA,NA,626.4,NA,NA,1089.04,NA,NA,NA
1960-04-20,NA,NA,618.71,NA,NA,1087.89,NA,NA,NA
1960-04-21,NA,NA,619.15,NA,NA,1094.73,NA,NA,NA
1960-04-22,NA,NA,616.32,NA,NA,1090.28,NA,NA,NA
1960-04-25,NA,NA,611.13,NA,NA,1087.57,NA,NA,NA
1960-04-26,NA,NA,610.92,NA,NA,1089.36,NA,NA,NA
1960-04-27,NA,NA,609.96,NA,NA,1092.12,NA,NA,NA
1960-04-28,NA,NA,604.33,NA,NA,1092.04,NA,NA,NA
1960-04-29,NA,NA,601.7,NA,NA,1092.04,NA,NA,NA
1960-05-02,NA,NA,599.61,NA,NA,1101.95,NA,NA,NA
1960-05-03,NA,NA,607.73,NA,NA,1101.95,NA,NA,NA
1960-05-04,NA,NA,610.99,NA,NA,1102.13,NA,NA,NA
1960-05-05,NA,NA,608.32,NA,NA,1102.13,NA,NA,NA
1960-05-06,NA,NA,607.62,NA,NA,1099.43,NA,NA,NA
1960-05-09,NA,NA,607.48,NA,NA,1101.17,NA,NA,NA
1960-05-10,NA,NA,604.82,NA,NA,1075.93,NA,NA,NA
1960-05-11,NA,NA,606.54,NA,NA,1095.65,NA,NA,NA
1960-05-12,NA,NA,607.87,NA,NA,1088.68,NA,NA,NA
1960-05-13,NA,NA,616.03,NA,NA,1069.27,NA,NA,NA
1960-05-16,NA,NA,617.39,NA,NA,1067.1,NA,NA,NA
1960-05-17,NA,NA,621.63,NA,NA,1030.36,NA,NA,NA
1960-05-18,NA,NA,623,NA,NA,1035.96,NA,NA,NA
1960-05-19,NA,NA,624.68,NA,NA,1055.5,NA,NA,NA
1960-05-20,NA,NA,625.24,NA,NA,1048.96,NA,NA,NA
1960-05-23,NA,NA,623.66,NA,NA,1015.33,NA,NA,NA
1960-05-24,NA,NA,621.39,NA,NA,1022.43,NA,NA,NA
1960-05-25,NA,NA,621.28,NA,NA,1028.29,NA,NA,NA
1960-05-26,NA,NA,622.79,NA,NA,1018.93,NA,NA,NA
1960-05-27,NA,NA,624.78,NA,NA,1002.88,NA,NA,NA
1960-05-30,NA,NA,624.78,NA,NA,1001.1,NA,NA,NA
1960-05-31,NA,NA,625.5,NA,NA,988.47,NA,NA,NA
1960-06-01,NA,NA,624.89,NA,NA,971.93,NA,NA,NA
1960-06-02,NA,NA,627.87,NA,NA,967.22,NA,NA,NA
1960-06-03,NA,NA,628.98,NA,NA,1006.48,NA,NA,NA
1960-06-06,NA,NA,636.92,NA,NA,1032.44,NA,NA,NA
1960-06-07,NA,NA,645.58,NA,NA,1043.98,NA,NA,NA
1960-06-08,NA,NA,650.35,NA,NA,1060.22,NA,NA,NA
1960-06-09,NA,NA,656.42,NA,NA,1053.1,NA,NA,NA
1960-06-10,NA,NA,654.88,NA,NA,1051.01,NA,NA,NA
1960-06-13,NA,NA,655.85,NA,NA,1054.2,NA,NA,NA
1960-06-14,NA,NA,654.88,NA,NA,1060.43,NA,NA,NA
1960-06-15,NA,NA,649.42,NA,NA,1056.72,NA,NA,NA
1960-06-16,NA,NA,648.27,NA,NA,1020.02,NA,NA,NA
1960-06-17,NA,NA,650.89,NA,NA,1010.17,NA,NA,NA
1960-06-20,NA,NA,647.52,NA,NA,1022.43,NA,NA,NA
1960-06-21,NA,NA,644.93,NA,NA,1030.52,NA,NA,NA
1960-06-22,NA,NA,645.36,NA,NA,1052.06,NA,NA,NA
1960-06-23,NA,NA,647.41,NA,NA,1055.2,NA,NA,NA
1960-06-24,NA,NA,647.01,NA,NA,1058,NA,NA,NA
1960-06-27,NA,NA,642.49,NA,NA,1058.52,NA,NA,NA
1960-06-28,NA,NA,637.46,NA,NA,1065.57,NA,NA,NA
1960-06-29,NA,NA,638.39,NA,NA,1080.48,NA,NA,NA
1960-06-30,NA,NA,640.62,NA,NA,1089.63,NA,NA,NA
1960-07-01,NA,NA,641.3,NA,NA,1092.16,NA,NA,NA
1960-07-04,NA,NA,641.3,NA,NA,1093.98,NA,NA,NA
1960-07-05,NA,NA,640.91,NA,NA,1098.17,NA,NA,NA
1960-07-06,NA,NA,640.37,NA,NA,1103.82,NA,NA,NA
1960-07-07,NA,NA,644.89,NA,NA,1097.15,NA,NA,NA
1960-07-08,NA,NA,646.91,NA,NA,1099.25,NA,NA,NA
1960-07-11,NA,NA,640.44,NA,NA,1102.41,NA,NA,NA
1960-07-12,NA,NA,634.12,NA,NA,1113.75,NA,NA,NA
1960-07-13,NA,NA,632.11,NA,NA,1101.42,NA,NA,NA
1960-07-14,NA,NA,631.32,NA,NA,1101.71,NA,NA,NA
1960-07-15,NA,NA,630.24,NA,NA,1107.41,NA,NA,NA
1960-07-18,NA,NA,626,NA,NA,1121.1,NA,NA,NA
1960-07-19,NA,NA,624.78,NA,NA,1115.65,NA,NA,NA
1960-07-20,NA,NA,624.13,NA,NA,1108.25,NA,NA,NA
1960-07-21,NA,NA,616.63,NA,NA,1111.55,NA,NA,NA
1960-07-22,NA,NA,609.87,NA,NA,1111.01,NA,NA,NA
1960-07-25,NA,NA,601.68,NA,NA,1091.56,NA,NA,NA
1960-07-26,NA,NA,606.75,NA,NA,1091.08,NA,NA,NA
1960-07-27,NA,NA,601.76,NA,NA,1093.96,NA,NA,NA
1960-07-28,NA,NA,605.67,NA,NA,1098.33,NA,NA,NA
1960-07-29,NA,NA,616.73,NA,NA,1093.37,NA,NA,NA
1960-08-01,NA,NA,617.85,NA,NA,1097.29,NA,NA,NA
1960-08-02,NA,NA,613.68,NA,NA,1100.97,NA,NA,NA
1960-08-03,NA,NA,608.69,NA,NA,1108.89,NA,NA,NA
1960-08-04,NA,NA,609.23,NA,NA,1114.39,NA,NA,NA
1960-08-05,NA,NA,614.29,NA,NA,1121.68,NA,NA,NA
1960-08-08,NA,NA,614.79,NA,NA,1120.12,NA,NA,NA
1960-08-09,NA,NA,615.69,NA,NA,1124.99,NA,NA,NA
1960-08-10,NA,NA,617.52,NA,NA,1123.95,NA,NA,NA
1960-08-11,NA,NA,622.88,NA,NA,1124.5,NA,NA,NA
1960-08-12,NA,NA,626.18,NA,NA,1129.16,NA,NA,NA
1960-08-15,NA,NA,624.17,NA,NA,1138.44,NA,NA,NA
1960-08-16,NA,NA,625.43,NA,NA,1138.17,NA,NA,NA
1960-08-17,NA,NA,626.54,NA,NA,1142.93,NA,NA,NA
1960-08-18,NA,NA,625.82,NA,NA,1144.94,NA,NA,NA
1960-08-19,NA,NA,629.27,NA,NA,1142.9,NA,NA,NA
1960-08-22,NA,NA,630.71,NA,NA,1139.72,NA,NA,NA
1960-08-23,NA,NA,638.29,NA,NA,1142.31,NA,NA,NA
1960-08-24,NA,NA,641.56,NA,NA,1150.55,NA,NA,NA
1960-08-25,NA,NA,637.16,NA,NA,1149.7,NA,NA,NA
1960-08-26,NA,NA,636.13,NA,NA,1154.78,NA,NA,NA
1960-08-29,NA,NA,634.46,NA,NA,1167.08,NA,NA,NA
1960-08-30,NA,NA,626.4,NA,NA,1166.56,NA,NA,NA
1960-08-31,NA,NA,625.99,NA,NA,1175.75,NA,NA,NA
1960-09-01,NA,NA,626.1,NA,NA,1178.43,NA,NA,NA
1960-09-02,NA,NA,625.22,NA,NA,1184.75,NA,NA,NA
1960-09-05,NA,NA,625.22,NA,NA,1173.67,NA,NA,NA
1960-09-06,NA,NA,620.85,NA,NA,1182.7,NA,NA,NA
1960-09-07,NA,NA,612.27,NA,NA,1178.67,NA,NA,NA
1960-09-08,NA,NA,611.42,NA,NA,1182.94,NA,NA,NA
1960-09-09,NA,NA,614.12,NA,NA,1189.72,NA,NA,NA
1960-09-12,NA,NA,609.35,NA,NA,1192.02,NA,NA,NA
1960-09-13,NA,NA,611.79,NA,NA,1193.4,NA,NA,NA
1960-09-14,NA,NA,605.69,NA,NA,1192.67,NA,NA,NA
1960-09-15,NA,NA,602.69,NA,NA,1196.54,NA,NA,NA
1960-09-16,NA,NA,602.18,NA,NA,1198.92,NA,NA,NA
1960-09-19,NA,NA,586.76,NA,NA,1202.85,NA,NA,NA
1960-09-20,NA,NA,588.2,NA,NA,1200.37,NA,NA,NA
1960-09-21,NA,NA,594.26,NA,NA,1208.08,NA,NA,NA
1960-09-22,NA,NA,592.15,NA,NA,1215.33,NA,NA,NA
1960-09-23,NA,NA,585.2,NA,NA,1215.33,NA,NA,NA
1960-09-26,NA,NA,577.14,NA,NA,1209.49,NA,NA,NA
1960-09-27,NA,NA,574.81,NA,NA,1211.7,NA,NA,NA
1960-09-28,NA,NA,569.08,NA,NA,1213.23,NA,NA,NA
1960-09-29,NA,NA,570.59,NA,NA,1219.84,NA,NA,NA
1960-09-30,NA,NA,580.14,NA,NA,1226.47,NA,NA,NA
1960-10-03,NA,NA,577.81,NA,NA,1229.38,NA,NA,NA
1960-10-04,NA,NA,573.15,NA,NA,1229.72,NA,NA,NA
1960-10-05,NA,NA,578.88,NA,NA,1234.95,NA,NA,NA
1960-10-06,NA,NA,583.69,NA,NA,1225.75,NA,NA,NA
1960-10-07,NA,NA,586.42,NA,NA,1221.14,NA,NA,NA
1960-10-10,NA,NA,587.31,NA,NA,1227.69,NA,NA,NA
1960-10-11,NA,NA,588.75,NA,NA,1241.58,NA,NA,NA
1960-10-12,NA,NA,585.83,NA,NA,1242.6,NA,NA,NA
1960-10-13,NA,NA,591.49,NA,NA,1239.98,NA,NA,NA
1960-10-14,NA,NA,596.48,NA,NA,1251.71,NA,NA,NA
1960-10-17,NA,NA,593.34,NA,NA,1254.3,NA,NA,NA
1960-10-18,NA,NA,588.75,NA,NA,1247.15,NA,NA,NA
1960-10-19,NA,NA,587.01,NA,NA,1258.25,NA,NA,NA
1960-10-20,NA,NA,582.69,NA,NA,1253.46,NA,NA,NA
1960-10-21,NA,NA,577.55,NA,NA,1258.82,NA,NA,NA
1960-10-24,NA,NA,571.93,NA,NA,1258.57,NA,NA,NA
1960-10-25,NA,NA,566.05,NA,NA,1245.29,NA,NA,NA
1960-10-26,NA,NA,575.18,NA,NA,1253.6,NA,NA,NA
1960-10-27,NA,NA,580.95,NA,NA,1258.17,NA,NA,NA
1960-10-28,NA,NA,577.92,NA,NA,1253.43,NA,NA,NA
1960-10-31,NA,NA,580.36,NA,NA,1250.06,NA,NA,NA
1960-11-01,NA,NA,585.24,NA,NA,1262.05,NA,NA,NA
1960-11-02,NA,NA,588.23,NA,NA,1272.14,NA,NA,NA
1960-11-03,NA,NA,590.82,NA,NA,1272.14,NA,NA,NA
1960-11-04,NA,NA,596.07,NA,NA,1284.63,NA,NA,NA
1960-11-07,NA,NA,597.63,NA,NA,1294.57,NA,NA,NA
1960-11-08,NA,NA,597.63,NA,NA,1299.44,NA,NA,NA
1960-11-09,NA,NA,602.25,NA,NA,1301.17,NA,NA,NA
1960-11-10,NA,NA,612.01,NA,NA,1307.84,NA,NA,NA
1960-11-11,NA,NA,608.61,NA,NA,1309.93,NA,NA,NA
1960-11-14,NA,NA,604.8,NA,NA,1321.44,NA,NA,NA
1960-11-15,NA,NA,606.87,NA,NA,1319.99,NA,NA,NA
1960-11-16,NA,NA,604.77,NA,NA,1314.14,NA,NA,NA
1960-11-17,NA,NA,602.18,NA,NA,1318.8,NA,NA,NA
1960-11-18,NA,NA,603.62,NA,NA,1282.15,NA,NA,NA
1960-11-21,NA,NA,604.54,NA,NA,1267.92,NA,NA,NA
1960-11-22,NA,NA,601.1,NA,NA,1292.97,NA,NA,NA
1960-11-23,NA,NA,602.47,NA,NA,1292.97,NA,NA,NA
1960-11-24,NA,NA,602.47,NA,NA,1305.47,NA,NA,NA
1960-11-25,NA,NA,606.47,NA,NA,1300.66,NA,NA,NA
1960-11-28,NA,NA,605.43,NA,NA,1268.49,NA,NA,NA
1960-11-29,NA,NA,602.4,NA,NA,1278.09,NA,NA,NA
1960-11-30,NA,NA,597.22,NA,NA,1287.17,NA,NA,NA
1960-12-01,NA,NA,594.56,NA,NA,1309.65,NA,NA,NA
1960-12-02,NA,NA,596,NA,NA,1314.82,NA,NA,NA
1960-12-05,NA,NA,593.49,NA,NA,1317.7,NA,NA,NA
1960-12-06,NA,NA,597.11,NA,NA,1294.39,NA,NA,NA
1960-12-07,NA,NA,604.62,NA,NA,1307.49,NA,NA,NA
1960-12-08,NA,NA,605.17,NA,NA,1305.13,NA,NA,NA
1960-12-09,NA,NA,610.9,NA,NA,1307.45,NA,NA,NA
1960-12-12,NA,NA,611.94,NA,NA,1292.45,NA,NA,NA
1960-12-13,NA,NA,611.72,NA,NA,1277.17,NA,NA,NA
1960-12-14,NA,NA,612.68,NA,NA,1297.48,NA,NA,NA
1960-12-15,NA,NA,610.76,NA,NA,1294.88,NA,NA,NA
1960-12-16,NA,NA,617.78,NA,NA,1301.79,NA,NA,NA
1960-12-19,NA,NA,615.56,NA,NA,1288.46,NA,NA,NA
1960-12-20,NA,NA,614.82,NA,NA,1287.89,NA,NA,NA
1960-12-21,NA,NA,615.42,NA,NA,1289.96,NA,NA,NA
1960-12-22,NA,NA,613.31,NA,NA,1301.82,NA,NA,NA
1960-12-23,NA,NA,613.23,NA,NA,1308.06,NA,NA,NA
1960-12-26,NA,NA,613.23,NA,NA,1332.63,NA,NA,NA
1960-12-27,NA,NA,613.38,NA,NA,1346.41,NA,NA,NA
1960-12-28,NA,NA,615.75,NA,NA,1356.71,NA,NA,NA
1960-12-29,NA,NA,616.19,NA,NA,1356.71,NA,NA,NA
1960-12-30,NA,NA,615.89,NA,NA,1356.71,NA,NA,NA
1961-01-02,NA,NA,615.89,NA,NA,1356.71,NA,NA,NA
1961-01-03,NA,NA,610.25,NA,NA,1356.71,NA,NA,NA
1961-01-04,NA,NA,621.49,NA,NA,1366.74,NA,NA,NA
1961-01-05,NA,NA,622.67,NA,NA,1376.13,NA,NA,NA
1961-01-06,NA,NA,621.64,NA,NA,1380.74,NA,NA,NA
1961-01-09,NA,NA,624.42,NA,NA,1383.63,NA,NA,NA
1961-01-10,NA,NA,625.72,NA,NA,1394.34,NA,NA,NA
1961-01-11,NA,NA,627.21,NA,NA,1403.06,NA,NA,NA
1961-01-12,NA,NA,628.5,NA,NA,1383.78,NA,NA,NA
1961-01-13,NA,NA,633.65,NA,NA,1407.08,NA,NA,NA
1961-01-16,NA,NA,633.19,NA,NA,1437.91,NA,NA,NA
1961-01-17,NA,NA,628.96,NA,NA,1444.9,NA,NA,NA
1961-01-18,NA,NA,634.1,NA,NA,1440.92,NA,NA,NA
1961-01-19,NA,NA,632.39,NA,NA,1449.31,NA,NA,NA
1961-01-20,NA,NA,634.37,NA,NA,1464.94,NA,NA,NA
1961-01-23,NA,NA,639.82,NA,NA,1474.63,NA,NA,NA
1961-01-24,NA,NA,638.79,NA,NA,1468.16,NA,NA,NA
1961-01-25,NA,NA,637.72,NA,NA,1478.25,NA,NA,NA
1961-01-26,NA,NA,638.87,NA,NA,1482.99,NA,NA,NA
1961-01-27,NA,NA,643.59,NA,NA,1486.52,NA,NA,NA
1961-01-30,NA,NA,650.64,NA,NA,1501.5,NA,NA,NA
1961-01-31,NA,NA,648.2,NA,NA,1493.85,NA,NA,NA
1961-02-01,NA,NA,649.39,NA,NA,1514.8,NA,NA,NA
1961-02-02,NA,NA,653.62,NA,NA,1517.86,NA,NA,NA
1961-02-03,NA,NA,652.97,NA,NA,1526.14,NA,NA,NA
1961-02-06,NA,NA,645.65,NA,NA,1552.17,NA,NA,NA
1961-02-07,NA,NA,643.94,NA,NA,1544.04,NA,NA,NA
1961-02-08,NA,NA,648.85,NA,NA,1543.6,NA,NA,NA
1961-02-09,NA,NA,645.12,NA,NA,1557.01,NA,NA,NA
1961-02-10,NA,NA,639.67,NA,NA,1553.17,NA,NA,NA
1961-02-13,NA,NA,637.04,NA,NA,1569.56,NA,NA,NA
1961-02-14,NA,NA,642.91,NA,NA,1581.64,NA,NA,NA
1961-02-15,NA,NA,648.89,NA,NA,1587.67,NA,NA,NA
1961-02-16,NA,NA,651.86,NA,NA,1575.23,NA,NA,NA
1961-02-17,NA,NA,651.67,NA,NA,1567.16,NA,NA,NA
1961-02-20,NA,NA,653.65,NA,NA,1580.4,NA,NA,NA
1961-02-21,NA,NA,652.4,NA,NA,1565.49,NA,NA,NA
1961-02-22,NA,NA,652.4,NA,NA,1562.66,NA,NA,NA
1961-02-23,NA,NA,654.42,NA,NA,1575.6,NA,NA,NA
1961-02-24,NA,NA,655.6,NA,NA,1573.81,NA,NA,NA
1961-02-27,NA,NA,660.44,NA,NA,1545.13,NA,NA,NA
1961-02-28,NA,NA,662.08,NA,NA,1524.53,NA,NA,NA
1961-03-01,NA,NA,663.03,NA,NA,1536.83,NA,NA,NA
1961-03-02,NA,NA,669.39,NA,NA,1543.53,NA,NA,NA
1961-03-03,NA,NA,671.57,NA,NA,1551.87,NA,NA,NA
1961-03-06,NA,NA,674.46,NA,NA,1544.04,NA,NA,NA
1961-03-07,NA,NA,667.14,NA,NA,1538.7,NA,NA,NA
1961-03-08,NA,NA,666.15,NA,NA,1516.9,NA,NA,NA
1961-03-09,NA,NA,663.33,NA,NA,1485.98,NA,NA,NA
1961-03-10,NA,NA,663.56,NA,NA,1511.19,NA,NA,NA
1961-03-13,NA,NA,664.44,NA,NA,1511.46,NA,NA,NA
1961-03-14,NA,NA,661.08,NA,NA,1491.89,NA,NA,NA
1961-03-15,NA,NA,662.88,NA,NA,1493.13,NA,NA,NA
1961-03-16,NA,NA,670.38,NA,NA,1481.38,NA,NA,NA
1961-03-17,NA,NA,676.48,NA,NA,1488.42,NA,NA,NA
1961-03-20,NA,NA,678.84,NA,NA,1487.49,NA,NA,NA
1961-03-21,NA,NA,678.73,NA,NA,1487.49,NA,NA,NA
1961-03-22,NA,NA,679.38,NA,NA,1480.79,NA,NA,NA
1961-03-23,NA,NA,675.45,NA,NA,1500.34,NA,NA,NA
1961-03-24,NA,NA,672.48,NA,NA,1526.28,NA,NA,NA
1961-03-27,NA,NA,671.03,NA,NA,1537.16,NA,NA,NA
1961-03-28,NA,NA,669.58,NA,NA,1564.63,NA,NA,NA
1961-03-29,NA,NA,676.41,NA,NA,1577.22,NA,NA,NA
1961-03-30,NA,NA,676.63,NA,NA,1583.38,NA,NA,NA
1961-03-31,NA,NA,676.63,NA,NA,1587.1,NA,NA,NA
1961-04-03,NA,NA,677.59,NA,NA,1599.66,NA,NA,NA
1961-04-04,NA,NA,678.73,NA,NA,1591.28,NA,NA,NA
1961-04-05,NA,NA,677.32,NA,NA,1589.93,NA,NA,NA
1961-04-06,NA,NA,679.34,NA,NA,1588.7,NA,NA,NA
1961-04-07,NA,NA,683.68,NA,NA,1603.64,NA,NA,NA
1961-04-10,NA,NA,692.06,NA,NA,1619.59,NA,NA,NA
1961-04-11,NA,NA,694.11,NA,NA,1631.91,NA,NA,NA
1961-04-12,NA,NA,690.16,NA,NA,1630.67,NA,NA,NA
1961-04-13,NA,NA,692.02,NA,NA,1635.61,NA,NA,NA
1961-04-14,NA,NA,693.72,NA,NA,1648.84,NA,NA,NA
1961-04-17,NA,NA,696.72,NA,NA,1664.14,NA,NA,NA
1961-04-18,NA,NA,690.6,NA,NA,1664.35,NA,NA,NA
1961-04-19,NA,NA,686.21,NA,NA,1673.99,NA,NA,NA
1961-04-20,NA,NA,684.24,NA,NA,1664.94,NA,NA,NA
1961-04-21,NA,NA,685.26,NA,NA,1652.3,NA,NA,NA
1961-04-24,NA,NA,672.66,NA,NA,1665.78,NA,NA,NA
1961-04-25,NA,NA,683.09,NA,NA,1650.87,NA,NA,NA
1961-04-26,NA,NA,682.18,NA,NA,1658.48,NA,NA,NA
1961-04-27,NA,NA,679.54,NA,NA,1646.86,NA,NA,NA
1961-04-28,NA,NA,678.71,NA,NA,1645.55,NA,NA,NA
1961-05-01,NA,NA,677.05,NA,NA,1646.95,NA,NA,NA
1961-05-02,NA,NA,682.34,NA,NA,1637.44,NA,NA,NA
1961-05-03,NA,NA,688.9,NA,NA,1637.44,NA,NA,NA
1961-05-04,NA,NA,692.25,NA,NA,1663.05,NA,NA,NA
1961-05-05,NA,NA,690.67,NA,NA,1663.05,NA,NA,NA
1961-05-08,NA,NA,689.06,NA,NA,1675.33,NA,NA,NA
1961-05-09,NA,NA,686.92,NA,NA,1684.97,NA,NA,NA
1961-05-10,NA,NA,686.61,NA,NA,1692.45,NA,NA,NA
1961-05-11,NA,NA,686.49,NA,NA,1685.86,NA,NA,NA
1961-05-12,NA,NA,687.91,NA,NA,1687.82,NA,NA,NA
1961-05-15,NA,NA,692.37,NA,NA,1696.71,NA,NA,NA
1961-05-16,NA,NA,697.74,NA,NA,1700.72,NA,NA,NA
1961-05-17,NA,NA,705.52,NA,NA,1703.36,NA,NA,NA
1961-05-18,NA,NA,701.14,NA,NA,1689.41,NA,NA,NA
1961-05-19,NA,NA,705.96,NA,NA,1662.39,NA,NA,NA
1961-05-22,NA,NA,702.44,NA,NA,1650.77,NA,NA,NA
1961-05-23,NA,NA,700.59,NA,NA,1676.53,NA,NA,NA
1961-05-24,NA,NA,696.52,NA,NA,1654.53,NA,NA,NA
1961-05-25,NA,NA,690.16,NA,NA,1661.16,NA,NA,NA
1961-05-26,NA,NA,696.28,NA,NA,1670.22,NA,NA,NA
1961-05-29,NA,NA,696.28,NA,NA,1682.4,NA,NA,NA
1961-05-30,NA,NA,696.28,NA,NA,1675.15,NA,NA,NA
1961-05-31,NA,NA,696.72,NA,NA,1679.33,NA,NA,NA
1961-06-01,NA,NA,695.37,NA,NA,1648.86,NA,NA,NA
1961-06-02,NA,NA,697.7,NA,NA,1635.34,NA,NA,NA
1961-06-05,NA,NA,703.43,NA,NA,1635.12,NA,NA,NA
1961-06-06,NA,NA,703.79,NA,NA,1603.55,NA,NA,NA
1961-06-07,NA,NA,700.86,NA,NA,1579.73,NA,NA,NA
1961-06-08,NA,NA,701.69,NA,NA,1620.66,NA,NA,NA
1961-06-09,NA,NA,700.9,NA,NA,1625.04,NA,NA,NA
1961-06-12,NA,NA,696.76,NA,NA,1616.75,NA,NA,NA
1961-06-13,NA,NA,694.15,NA,NA,1620.96,NA,NA,NA
1961-06-14,NA,NA,695.81,NA,NA,1618.51,NA,NA,NA
1961-06-15,NA,NA,691.27,NA,NA,1649.25,NA,NA,NA
1961-06-16,NA,NA,685.5,NA,NA,1639.66,NA,NA,NA
1961-06-19,NA,NA,680.68,NA,NA,1663.15,NA,NA,NA
1961-06-20,NA,NA,687.87,NA,NA,1670.68,NA,NA,NA
1961-06-21,NA,NA,686.09,NA,NA,1677.41,NA,NA,NA
1961-06-22,NA,NA,685.62,NA,NA,1687.29,NA,NA,NA
1961-06-23,NA,NA,688.66,NA,NA,1697.24,NA,NA,NA
1961-06-26,NA,NA,681.16,NA,NA,1715.16,NA,NA,NA
1961-06-27,NA,NA,683.88,NA,NA,1727.16,NA,NA,NA
1961-06-28,NA,NA,684.59,NA,NA,1734.82,NA,NA,NA
1961-06-29,NA,NA,681.95,NA,NA,1726.91,NA,NA,NA
1961-06-30,NA,NA,683.96,NA,NA,1737.05,NA,NA,NA
1961-07-03,NA,NA,689.81,NA,NA,1760.72,NA,NA,NA
1961-07-04,NA,NA,689.81,NA,NA,1767.01,NA,NA,NA
