"date","CHINA A-DS MARKET $ - PRICE INDEX","DAX 30 PERFORMANCE - PRICE INDEX","DOW JONES INDUSTRIALS - PRICE INDEX","FTSE ALL SHARE - PRICE INDEX","IRELAND-DS MARKET $ - PRICE INDEX","NIKKEI 225 STOCK AVERAGE - PRICE INDEX","RUSSELL 2000 - PRICE INDEX","S&P 500 COMPOSITE DS CALCULATED - PRICE INDEX","WORLD-DS Market - PRICE INDEX"
2010-04-16,705.89,6180.9,11018.66,2950.15,1172.37,11102.18,714.62,1241.67,1286.08
2010-04-19,670.76,6162.44,11092.05,2940.74,1163.46,10908.77,711.4,1247.52,1275.43
2010-04-20,669.37,6264.23,11117.06,2968.82,1178.53,10900.68,721.55,1257.65,1287.58
2010-04-21,680.98,6230.38,11124.92,2941.87,1184.53,11090.05,726.19,1256.51,1286.39
2010-04-22,673,6168.72,11134.29,2914.16,1163.69,10949.09,734.31,1259.47,1279.29
2010-04-23,669.59,6259.53,11204.28,2946.39,1200.37,10914.46,741.92,1268.19,1285.76
2010-04-26,665.97,6332.1,11205.03,2963.38,1208.56,11165.79,738.86,1262.52,1291.78
2010-04-27,652.81,6159.51,10991.99,2888.86,1157.54,11212.66,721.27,1233.13,1267.09
2010-04-28,651.45,6084.34,11045.27,2875.38,1119.59,10924.79,722.39,1240.83,1253.47
2010-04-29,644.91,6144.91,11167.32,2892.68,1161.21,10924.79,737.74,1256.85,1267.76
2010-04-30,647.43,6135.7,11008.61,2863.35,1173.48,11057.4,716.6,1235.85,1262.82
2010-05-03,647.43,6166.92,11151.83,2863.35,1162.81,11057.4,732.82,1251.82,1262.47
2010-05-04,638.25,6006.86,10926.77,2792.47,1104.82,11057.4,709.7,1222.03,1231.61
2010-05-05,641.86,5958.45,10868.12,2755.58,1068.96,11057.4,698.58,1214.17,1213.88
2010-05-06,614.06,5908.26,10520.32,2717.05,1032.11,10695.69,672.23,1174.89,1182.57
2010-05-07,601.3,5715.09,10380.43,2640.23,985.3,10364.59,653,1156.69,1154.06
2010-05-10,604.68,6017.91,10785.14,2776.32,1074.14,10530.7,689.61,1207.13,1208.79
2010-05-11,593.46,6037.71,10748.26,2751.43,1047.99,10411.1,695.48,1203.16,1200.43
2010-05-12,597.69,6183.49,10896.91,2780.91,1060.33,10394.03,716.11,1219.65,1214.84
2010-05-13,610.47,6251.97,10782.95,2806.92,1053.44,10620.55,709.85,1204.85,1211.68
2010-05-14,606.77,6056.71,10620.16,2722.01,998.05,10462.51,693.98,1182.12,1183.27
2010-05-17,576.19,6066.92,10625.83,2718.34,984.91,10235.76,695.71,1183.38,1170.79
2010-05-18,585.2,6155.93,10510.95,2739.89,1002.49,10242.64,682.75,1166.65,1168.78
2010-05-19,584.06,5988.67,10444.37,2662.27,958.56,10186.84,674.4,1160.55,1146.75
2010-05-20,577.98,5867.88,10068.01,2615.57,927.17,10030.31,640.04,1115.66,1114.37
2010-05-21,585.29,5829.25,10193.39,2611.08,945.67,9784.54,649.29,1132.07,1123.41
2010-05-24,605.42,5805.68,10066.57,2615.84,931.75,9758.4,641.21,1117.72,1116.8
2010-05-25,592.91,5670.04,10043.75,2547.37,885.86,9459.89,640.02,1118.02,1092.21
2010-05-26,593.28,5758.02,9974.45,2598.08,914.92,9522.66,642.62,1111.56,1105.41
2010-05-27,599.83,5937.14,10258.99,2676.51,951.17,9639.72,670.51,1148.01,1135.84
2010-05-28,599.36,5946.18,10136.63,2673.17,941.81,9762.98,661.61,1133.98,1136.57
2010-05-31,585.84,5964.33,10136.63,2673.17,940.35,9768.7,661.61,1133.98,1138.71
2010-06-01,580.8,5981.27,10024.02,2661.7,952.89,9711.83,640.96,1114.61,1126.32
2010-06-02,581.47,5981.2,10249.54,2657.77,948.43,9603.24,660.52,1143.2,1133.51
2010-06-03,577.44,6054.63,10255.28,2689.58,962.1,9914.19,667.37,1148.01,1147.66
2010-06-04,577.77,5938.88,9931.97,2644.57,935.08,9901.19,633.97,1108.05,1120.33
2010-06-07,567.64,5904.95,9816.49,2614.84,926.86,9520.8,618.49,1093.29,1098.64
2010-06-08,567.94,5868.55,9939.98,2592.17,908.04,9537.94,617.69,1105.09,1101.22
2010-06-09,584.25,5984.75,9899.25,2622.36,944.12,9439.13,618.29,1098.72,1108.45
2010-06-10,578.64,6056.59,10172.53,2647.22,964.13,9542.65,639.79,1130.8,1131.44
2010-06-11,580.2,6047.83,10211.07,2663,955.96,9705.25,649,1135.73,1138.25
2010-06-14,580.2,6125,10190.89,2684.79,975.97,9879.85,652.27,1133.77,1151.61
2010-06-15,580.2,6175.05,10404.77,2694.75,988.68,9887.89,668.77,1160.2,1167.3
2010-06-16,580.2,6190.91,10409.46,2702.88,992.76,10067.15,666.13,1159.43,1170.63
2010-06-17,577.98,6223.54,10434.17,2709.95,996.5,9999.4,665.85,1160.79,1173.21
2010-06-18,568.35,6216.98,10450.64,2711.62,1003.49,9995.02,666.92,1162.28,1177.58
2010-06-21,587.47,6292.97,10442.41,2734.53,1005.35,10238.01,660.03,1157.68,1188.37
2010-06-22,586.54,6269.04,10293.52,2709.58,983.44,10112.89,645.91,1139.18,1173.69
2010-06-23,582.25,6204.52,10298.44,2675.86,957.52,9923.7,644.25,1135.74,1163.99
2010-06-24,582.53,6115.48,10152.8,2636.43,956.05,9928.34,633.17,1116.54,1151.71
2010-06-25,579.58,6070.6,10143.81,2609.05,944.5,9737.48,645.11,1119.89,1148.97
2010-06-28,575.17,6157.22,10138.52,2621.73,961.37,9693.94,641.54,1117.28,1152.94
2010-06-29,550.97,5952.03,9870.3,2542.26,912.7,9570.67,615.96,1082.41,1118.06
2010-06-30,546.42,5965.52,9774.02,2543.47,916.59,9382.64,609.49,1071.45,1111.59
2010-07-01,540.44,5857.43,9732.53,2485.69,905.72,9191.6,604.76,1068.26,1105.3
2010-07-02,543.16,5834.15,9686.48,2505.19,932.63,9203.71,598.97,1063.43,1107.88
2010-07-05,538.68,5816.2,9686.48,2499.85,922.1,9266.78,598.97,1063.43,1105.31
2010-07-06,548.52,5940.98,9743.62,2569.27,959.54,9338.04,590.03,1069.15,1124.47
2010-07-07,551.81,5992.86,10018.28,2593.21,938.87,9279.65,611.66,1102.29,1139.41
2010-07-08,550.68,6035.66,10138.99,2639.17,960.56,9535.74,620.27,1112.83,1152.78
2010-07-09,564.09,6065.24,10198.03,2652.65,954.16,9585.32,629.43,1120.83,1160.51
2010-07-12,568.44,6077.19,10216.27,2668.69,956.79,9548.11,621.61,1121.82,1160.21
2010-07-13,559.19,6191.13,10363.02,2720.03,977.89,9537.23,642.82,1139.14,1176.15
2010-07-14,562.81,6209.76,10366.72,2710.58,982.89,9795.24,640.16,1139.01,1180.43
2010-07-15,552.43,6149.36,10359.31,2690.6,974.96,9685.53,634.62,1140.28,1179.52
2010-07-16,553.03,6040.27,10097.9,2664.54,967.75,9408.36,610.39,1107.54,1159.91
2010-07-19,565.16,6009.11,10154.43,2658.05,959.02,9408.36,613.08,1114.15,1158.38
2010-07-20,577.12,5967.49,10229.96,2652.7,952.38,9300.46,624.24,1126.93,1162.45
2010-07-21,578.37,5990.38,10120.53,2691.45,965.27,9278.83,612.64,1112.43,1162.31
2010-07-22,584.29,6142.15,10322.3,2740.45,992.95,9220.88,635.48,1137.34,1182.22
2010-07-23,586.87,6166.34,10424.62,2743.57,981.48,9430.96,650.65,1146.74,1189.87
2010-07-26,590.56,6194.21,10525.43,2762.54,1000.5,9503.66,665.22,1159.5,1201.43
2010-07-27,587.69,6207.31,10537.69,2768.03,1005.17,9496.85,662.17,1158.25,1203.96
2010-07-28,601.22,6178.94,10497.88,2744.38,996.73,9753.27,650.76,1150.22,1203.3
2010-07-29,604.41,6134.7,10467.16,2744.3,1001.73,9696.02,650.43,1145.39,1204.04
2010-07-30,602.18,6147.97,10465.94,2715.36,1000.35,9537.3,650.89,1145.43,1200.24
2010-08-02,610.92,6292.13,10674.38,2784.19,1028.82,9570.31,661.86,1170.46,1227.69
2010-08-03,600.75,6307.91,10636.38,2783.03,1032.32,9694.01,655.66,1164.82,1228.24
2010-08-04,602.86,6331.33,10680.43,2778.08,1026.39,9489.34,662.96,1171.92,1228.16
2010-08-05,597.85,6333.58,10674.98,2771.21,1030.01,9653.92,655.07,1170.3,1229.35
2010-08-06,607.31,6259.63,10653.56,2753.67,1029.18,9642.12,650.68,1164.98,1229.36
2010-08-09,610.78,6351.6,10698.75,2792.56,1043.64,9572.49,659.52,1171.4,1234.88
2010-08-10,592.61,6286.25,10644.25,2772.57,1021.54,9551.05,646.36,1164.37,1219.64
2010-08-11,595,6154.07,10378.83,2706.59,981.07,9292.85,620.39,1131.77,1188.2
2010-08-12,586.56,6135.17,10319.95,2712.96,971.88,9212.59,616.98,1125.4,1180.93
2010-08-13,593.04,6110.41,10303.15,2716.96,951.94,9253.46,609.49,1120.96,1179.95
2010-08-16,605.17,6110.57,10302.01,2716.96,953.21,9196.67,615.1,1121.12,1183.75
2010-08-17,609.65,6206.4,10405.85,2754.77,972.29,9161.68,626.3,1134.84,1196.49
2010-08-18,608.7,6186.31,10415.54,2732.8,968.9,9240.54,628.04,1136.32,1197.54
2010-08-19,614.2,6075.13,10271.21,2690.81,952.06,9362.68,610.96,1117.02,1187.7
2010-08-20,603.18,6005.16,10213.62,2681.12,923.71,9179.38,610.78,1113.07,1174.43
2010-08-23,601.08,6010.91,10174.41,2700.95,930.01,9116.69,602.67,1108.8,1173.77
2010-08-24,604,5935.44,10040.45,2661.46,883.43,8995.14,595.59,1092.78,1159.32
2010-08-25,590.79,5899.5,10060.06,2638.12,884.53,8845.39,604.87,1096.52,1152.27
2010-08-26,592.25,5912.58,9985.81,2660.35,900.64,8906.48,599.76,1087.98,1157.71
2010-08-27,594.44,5951.17,10150.65,2684.41,900.35,8991.06,616.76,1105.73,1168.05
2010-08-30,604.4,5912.41,10009.73,2684.41,897.18,9149.26,601.72,1089.4,1164.82
2010-08-31,600.88,5925.22,10014.72,2696.72,911.46,8824.06,602.06,1089.29,1161.86
2010-09-01,596.53,6083.9,10269.47,2767.47,938,8927.02,624.99,1121.76,1191.43
2010-09-02,604.01,6083.85,10320.1,2772.91,934,9062.84,632.26,1132.1,1198.92
2010-09-03,603.42,6134.62,10447.93,2800.22,952.76,9114.13,643.36,1147.05,1210.87
2010-09-06,615.31,6155.04,10447.93,2806.78,955.49,9301.32,643.36,1147.05,1217.51
2010-09-07,615.68,6117.89,10340.69,2790.72,935.85,9226,629.29,1134.16,1205.65
2010-09-08,615.01,6164.44,10387.01,2801.76,929.71,9024.6,634.25,1141.31,1209.45
2010-09-09,606.51,6221.52,10415.24,2833.78,937.78,9098.39,634.62,1146.78,1217.19
2010-09-10,609.02,6214.77,10462.77,2840.25,935.51,9239.17,636.46,1152.35,1220.06
2010-09-13,615.8,6261.68,10544.13,2872.73,957.46,9321.82,652.28,1165.3,1237.97
2010-09-14,616.94,6275.41,10526.49,2872.1,958.46,9299.31,649.23,1164.71,1242.27
2010-09-15,607.98,6261.87,10572.73,2868.06,952.47,9516.56,652.51,1168.86,1243.37
2010-09-16,598.59,6249.65,10594.83,2859.22,951.22,9509.5,647.81,1168.53,1240.11
2010-09-17,598.71,6209.76,10607.85,2844.71,934.89,9626.09,651.44,1169.71,1241.16
2010-09-20,597.14,6294.58,10753.62,2890.54,946.6,9626.09,669.98,1187.44,1255.19
2010-09-21,599.2,6275.98,10761.03,2879.32,955.9,9602.11,664.66,1184.17,1254.17
2010-09-22,599.2,6208.33,10739.31,2865.02,962.06,9566.32,656.71,1178.75,1256.97
2010-09-23,599.2,6184.71,10662.42,2862.45,946.48,9566.32,648.84,1169,1250.45
2010-09-24,599.2,6298.3,10860.26,2889.12,961.23,9471.67,671.01,1193.48,1268.3
2010-09-27,609.27,6278.89,10812.04,2879.25,956.28,9603.14,668.29,1186.88,1269.88
2010-09-28,605.37,6276.09,10858.14,2881.16,952.77,9495.76,675.43,1192.62,1272.67
2010-09-29,605.73,6246.92,10835.28,2877.55,956.56,9559.38,677.64,1189.6,1275.51
2010-09-30,615.8,6229.02,10788.05,2867.58,967.92,9369.35,676.14,1185.9,1273.29
2010-10-01,615.8,6211.34,10829.68,2889.71,971.98,9404.23,679.29,1191.15,1280.44
2010-10-04,615.8,6134.21,10751.27,2872.6,970.81,9381.06,669.45,1181.08,1273.83
2010-10-05,615.8,6215.83,10944.72,2912.18,996.68,9518.76,689.35,1205.31,1294.82
2010-10-06,615.8,6270.73,10967.65,2936.58,1010.03,9691.43,685.33,1204.79,1302.97
2010-10-07,615.8,6276.25,10948.58,2926.98,1008.18,9684.81,684.23,1202.84,1303.56
2010-10-08,638.62,6291.67,11006.48,2923.54,1003.38,9588.88,693.82,1210.19,1305.88
2010-10-11,655.78,6309.51,11010.34,2933.1,1004.46,9588.88,693.46,1210.44,1308.71
2010-10-12,664.4,6304.57,11020.4,2926.6,995.34,9388.64,696.04,1214.98,1303.5
2010-10-13,670.17,6434.52,11096.08,2969.57,1013.54,9403.51,706.47,1223.7,1320.76
2010-10-14,676.15,6455.27,11094.57,2960.38,1009.4,9583.51,704.69,1218.97,1326.52
2010-10-15,698.31,6492.3,11062.78,2948.03,998.39,9500.25,703.16,1221.56,1321.97
2010-10-18,693.47,6516.63,11143.69,2966.75,998.66,9498.49,710.13,1230.55,1322.93
2010-10-19,704.77,6490.69,10978.62,2947.99,980.37,9539.45,694.15,1211.06,1304.22
2010-10-20,706.16,6524.55,11107.97,2959.34,987.72,9381.6,702.11,1223.55,1315.47
2010-10-21,701.99,6611.01,11146.57,2974.36,1018.37,9376.48,698.12,1225.94,1319.97
2010-10-22,699.99,6605.84,11132.56,2967,1003.22,9426.71,703.43,1228.72,1318.24
2010-10-25,719.62,6639.21,11164.05,2974.58,1003.06,9401.16,707.89,1231.53,1326.72
2010-10-26,715.65,6613.8,11169.46,2953.87,989.08,9377.38,706.93,1231.89,1321.14
2010-10-27,702.72,6568,11126.28,2922.34,980.48,9387.03,704.23,1228.63,1308.04
2010-10-28,700.73,6595.28,11113.95,2937.41,986.39,9366.03,701.03,1230.12,1315.24
2010-10-29,699.18,6601.37,11118.49,2936.15,987.86,9202.45,703.35,1229.93,1317.5
2010-11-01,715.56,6604.86,11124.62,2945.62,984.19,9154.72,698.56,1230.85,1321.75
2010-11-02,714.34,6654.31,11188.72,2975.2,999.72,9159.98,712.89,1240.36,1331.88
2010-11-03,709.56,6617.8,11215.13,2969.41,1002.05,9159.98,715.14,1244.92,1333.59
2010-11-04,723.88,6734.69,11434.84,3024.72,1034.59,9358.78,733.46,1268.75,1362.95
2010-11-05,733.87,6754.2,11444.08,3032.58,998.78,9625.99,736.59,1273.69,1364.45
2010-11-08,737.37,6750.5,11406.84,3020.33,995.53,9732.92,736.77,1270.96,1361.12
2010-11-09,735.26,6787.81,11346.75,3033.48,1014.75,9694.49,725.98,1260.87,1360.37
2010-11-10,732.42,6719.84,11357.04,3003.45,978.38,9830.52,734.87,1266.14,1349.67
2010-11-11,741.41,6723.41,11283.1,2999.2,962.29,9861.46,731.58,1260.86,1345.44
2010-11-12,701.24,6734.61,11192.58,2989.69,966.64,9724.81,719.27,1245.93,1331.06
2010-11-15,706.84,6790.17,11201.97,3002.11,964.78,9827.51,719.94,1244.14,1328.81
2010-11-16,678.54,6663.24,11023.5,2933.37,944.9,9797.1,705.34,1224.22,1305.74
2010-11-17,664.72,6700.07,11007.88,2937.88,956.72,9811.66,707.77,1224.35,1306.4
2010-11-18,672.87,6832.11,11181.23,2976.39,989.52,10013.63,720.84,1243.04,1326.71
2010-11-19,678.44,6843.55,11203.55,2959.82,1003.81,10022.39,724.36,1246.09,1328
2010-11-22,676.93,6822.05,11178.58,2935.94,981.7,10115.19,727.33,1244.31,1324.97
2010-11-23,663.85,6705,11036.37,2885.31,934.99,10115.19,719.93,1226.51,1301.85
2010-11-24,670.89,6823.8,11187.28,2922.73,938.58,10030.11,736.53,1244.86,1311.87
2010-11-25,679.19,6879.66,11187.28,2945.02,926.55,10079.76,736.53,1244.86,1313.92
2010-11-26,671.19,6848.98,11092,2930.78,919.15,10039.56,732.73,1234.63,1298.03
2010-11-29,670.54,6697.97,11052.49,2874.78,908.09,10125.99,731.95,1233.86,1289.25
2010-11-30,660.04,6688.49,11006.02,2861.61,902.15,9937.04,727.01,1226.57,1283.15
2010-12-01,659.96,6866.63,11255.78,2919.43,920.18,9988.05,743.14,1252.87,1307.11
2010-12-02,664.53,6957.61,11362.41,2984.4,944.86,10168.52,751.2,1268.94,1328.85
2010-12-03,663.92,6947.72,11382.09,2974.74,957.55,10178.32,756.42,1272.16,1340.14
2010-12-06,669.19,6954.38,11362.19,2988.6,957.76,10167.23,760.86,1270.64,1339.56
2010-12-07,675.12,7001.91,11359.16,3010.68,978.4,10141.1,764.42,1271.42,1345.12
2010-12-08,666.9,6975.87,11372.48,3001.78,976.46,10232.33,764.04,1276.07,1337.91
2010-12-09,658.63,6964.16,11370.06,3009.38,985.07,10285.88,767.63,1280.73,1340.57
2010-12-10,666.05,7006.17,11410.32,3012.4,981.5,10211.95,776.83,1288.52,1344.85
2010-12-13,684.74,7029.39,11428.56,3036.34,1001.97,10293.89,772.1,1288.63,1355.25
2010-12-14,686.31,7027.4,11476.54,3051.76,995.34,10316.77,771.66,1289.71,1358.33
2010-12-15,682.28,7016.37,11457.47,3046.33,988.72,10309.78,768.36,1283.26,1349.25
2010-12-16,678.72,7024.4,11499.25,3045.21,980.48,10311.29,776.56,1290.9,1346.45
2010-12-17,678.04,6982.45,11491.91,3044.15,969.53,10303.83,779.51,1292.31,1345.7
2010-12-20,666.67,7018.6,11478.13,3053.13,971,10216.41,782.3,1295.28,1345.79
2010-12-21,680.68,7077.99,11533.16,3082.39,987.13,10370.53,790.52,1302.98,1358.89
2010-12-22,675.98,7067.92,11559.49,3098.29,988.05,10346.48,790.59,1307.23,1361.64
2010-12-23,671.34,7057.69,11573.49,3104.7,985.99,10346.48,788.96,1305.14,1361.66
2010-12-24,667.96,7057.69,11573.49,3107.71,988.3,10279.19,788.96,1305.14,1362.46
2010-12-27,655.74,6970.73,11555.03,3107.71,990.65,10355.99,792.35,1305.89,1360.45
2010-12-28,645.6,6972.1,11575.54,3107.71,989.29,10292.63,789.46,1306.9,1362.57
2010-12-29,650.23,6995.47,11585.38,3107.41,993.17,10344.54,790.26,1308.36,1369.36
2010-12-30,654.53,6914.19,11569.71,3094.41,1000.69,10228.92,789.74,1306.39,1370.66
2010-12-31,668.17,6914.19,11577.51,3062.85,1013.27,10228.92,783.65,1306.03,1375.62
2011-01-03,668.17,6989.74,11670.75,3062.85,1009.24,10228.92,798.56,1320.79,1384.52
2011-01-04,676.74,6975.35,11691.18,3119,1007.35,10398.1,785.83,1319.12,1385.48
2011-01-05,671.85,6939.82,11722.89,3133.05,991.54,10380.77,795.09,1325.53,1380.03
2011-01-06,667.09,6981.39,11697.31,3121.13,982.19,10529.76,791.42,1322.84,1377.15
2011-01-07,669.34,6947.84,11674.76,3104.23,979.44,10541.04,787.83,1320.47,1372.79
2011-01-10,656.71,6857.06,11637.45,3088.45,974.66,10541.04,791.58,1318.63,1364.43
2011-01-11,661.61,6941.57,11671.88,3120.18,988.77,10510.68,794.76,1323.6,1371.97
2011-01-12,666.49,7068.78,11755.44,3137.5,1009.7,10512.8,801.36,1335.48,1390.87
2011-01-13,668.22,7075.11,11731.9,3125.84,1019.47,10589.76,800.65,1333.28,1398.07
2011-01-14,660.83,7075.7,11787.38,3115.37,1025.66,10499.04,807.57,1343.05,1399.32
2011-01-17,639.83,7078.06,11787.38,3108.29,1017.77,10502.86,807.57,1343.05,1397.05
2011-01-18,641.15,7143.45,11837.93,3142.62,1033.01,10518.98,807.56,1344.94,1405.79
2011-01-19,653.25,7082.76,11825.29,3103.83,1029.11,10557.1,786.89,1331.47,1400.89
2011-01-20,633.52,7024.27,11822.8,3048,1000.06,10437.31,778.08,1330.02,1383.41
2011-01-21,642.02,7062.42,11871.84,3061.47,1019.62,10274.52,773.18,1332.93,1388.6
2011-01-24,636.35,7067.77,11980.52,3083.88,1042.09,10345.11,779.28,1340.52,1395.96
2011-01-25,632.73,7059.01,11977.19,3069.73,1046.48,10464.42,779.96,1341.06,1394.83
2011-01-26,640.19,7127.35,11985.44,3096.38,1056.14,10401.9,793.72,1346.83,1402.8
2011-01-27,650.53,7155.58,11989.83,3094.69,1053.37,10478.66,795.43,1350.05,1405
2011-01-28,651.04,7102.8,11823.7,3055.16,1037.98,10360.34,775.4,1325.8,1385.73
2011-01-31,657.37,7077.48,11891.93,3044.27,1030.11,10237.92,781.25,1335.69,1388.41
2011-02-01,659.59,7184.27,12040.16,3090.98,1062.96,10274.5,798.89,1357.75,1409.31
2011-02-02,659.59,7183.67,12041.97,3109.5,1055.69,10457.36,796.16,1354.1,1413.11
2011-02-03,659.59,7193.68,12062.26,3101.03,1055.58,10431.36,798.63,1357.25,1409.26
2011-02-04,659.59,7216.21,12092.15,3110.39,1066.38,10543.52,800.11,1361.1,1409.73
2011-02-07,659.58,7283.62,12161.63,3139.56,1075.54,10592.04,808.32,1369.65,1416.12
2011-02-08,659.58,7323.24,12233.15,3158.13,1079.88,10635.98,813.69,1375.53,1422.44
2011-02-09,651.96,7320.9,12239.89,3139.43,1060.87,10617.83,809.27,1371.81,1413.86
2011-02-10,663.99,7340.28,12229.29,3122.31,1051.05,10605.65,812.7,1372.7,1404.14
2011-02-11,666.13,7371.2,12273.26,3143.89,1059.85,10605.65,822.11,1380.25,1407.75
2011-02-14,684.25,7396.63,12268.19,3144.08,1055.4,10725.54,825.9,1383.36,1414.4
2011-02-15,684.83,7400.04,12226.64,3131.04,1060.6,10746.67,820.03,1378.84,1413.71
2011-02-16,690.78,7414.3,12288.17,3154.23,1064.52,10808.29,828.37,1387.3,1421.42
2011-02-17,690.93,7405.51,12318.14,3155.97,1061.98,10836.64,834.02,1391.58,1428.61
2011-02-18,685.39,7426.81,12391.25,3154.1,1079.77,10842.8,834.82,1394.25,1433.04
2011-02-21,693.77,7321.81,12391.25,3120.4,1065.25,10857.53,834.82,1394.25,1428.76
2011-02-22,673.99,7318.35,12212.79,3109.39,1056.87,10664.7,812.96,1365.49,1408.1
2011-02-23,675.35,7194.6,12105.78,3072.27,1054.86,10579.1,799.65,1357.03,1400.13
2011-02-24,678.32,7130.5,12068.5,3066.32,1055.41,10452.71,804.18,1355.54,1394.92
2011-02-25,678.7,7185.17,12130.45,3109.27,1068.6,10526.76,821.95,1369.58,1410.3
2011-02-28,685.36,7272.32,12226.34,3106.58,1084.06,10624.09,823.45,1376.59,1421.76
2011-03-01,688.13,7223.3,12058.02,3079.66,1079.97,10754.03,807.08,1354.96,1415.34
2011-03-02,686.15,7181.12,12066.8,3069.04,1070.72,10492.38,810.9,1357.45,1412.78
2011-03-03,683.41,7225.96,12258.2,3112.72,1079.12,10586.02,828.89,1380.5,1426.5
2011-03-04,692.79,7178.9,12169.88,3109.26,1080.08,10693.66,824.99,1370.44,1426.81
2011-03-07,706.43,7161.93,12090.03,3102.82,1083.46,10505.02,812.25,1359.01,1418.32
2011-03-08,706.2,7164.75,12214.38,3103.13,1072.75,10525.19,824.66,1371.13,1420.31
2011-03-09,706.35,7131.8,12213.09,3086.02,1066.07,10589.5,821.19,1369.33,1419.58
2011-03-10,695.06,7063.09,11984.61,3037.39,1047.51,10434.38,799.53,1343.64,1393.41
2011-03-11,689.28,6981.49,12044.4,3026.24,1039.29,10254.43,802.83,1353.17,1391.82
2011-03-14,690.98,6866.63,11993.16,2999.96,1039.93,9620.49,798.17,1345.14,1381.5
2011-03-15,680.29,6647.66,11855.42,2956.29,1012.11,8605.15,791.33,1330.25,1349.15
2011-03-16,688.46,6513.84,11613.3,2909.52,996.36,9093.72,781.9,1304.43,1343.1
2011-03-17,680.14,6656.88,11774.59,2959.9,1031.73,8962.67,785.52,1321.35,1358.24
2011-03-18,682.8,6664.4,11858.52,2973.64,1036.81,9206.75,794.66,1326.93,1366.31
2011-03-21,683.86,6816.12,12036.53,3009.73,1053.74,9206.75,813.02,1346.89,1386.59
2011-03-22,686.41,6780.97,12018.63,2997.22,1049.65,9608.32,808.66,1342.21,1392.81
2011-03-23,693.09,6804.45,12086.02,3012.74,1044.71,9449.47,811.24,1346.1,1393.98
2011-03-24,691.73,6933.58,12170.56,3055.77,1071,9435.01,817.1,1358.67,1406.96
2011-03-25,699.54,6946.36,12220.59,3065.83,1068.69,9536.13,823.85,1363.01,1410.99
2011-03-28,698.87,6938.63,12197.88,3068.22,1073.5,9478.53,821.77,1359.23,1406.22
2011-03-29,692.65,6934.44,12279.01,3080.08,1060.41,9459.08,829.49,1368.75,1407.74
2011-03-30,692.93,7057.15,12350.61,3088.86,1067.2,9708.79,840.37,1377.8,1422.24
2011-03-31,687.89,7041.31,12319.73,3067.73,1070.66,9755.1,843.55,1375.38,1425.01
2011-04-01,696.5,7179.81,12376.72,3116.83,1095.28,9708.39,846.77,1382.09,1433.02
2011-04-04,696.5,7175.33,12400.03,3122.15,1107.5,9718.89,849.36,1382.53,1440.11
2011-04-05,696.49,7175.31,12393.9,3116.63,1106.1,9615.55,853.31,1382.64,1438.88
2011-04-06,703.9,7215.11,12426.75,3133.63,1127.93,9584.37,854.17,1385.65,1445.17
2011-04-07,705.78,7178.78,12409.49,3114.51,1116.35,9590.93,849.44,1383.51,1441.21
2011-04-08,712.16,7217.02,12380.05,3138.23,1126.13,9768.08,840.89,1377.92,1448.17
2011-04-11,709.99,7204.86,12381.11,3136.11,1112.87,9719.7,833.86,1374.06,1443.82
2011-04-12,708.73,7102.91,12263.58,3091.22,1106.67,9555.26,822.27,1363.64,1426.62
2011-04-13,716.78,7177.97,12270.99,3114.12,1124.28,9641.18,823.92,1364.11,1432.94
2011-04-14,714.97,7146.56,12285.15,3093.33,1122.61,9653.92,827.47,1364.15,1430.09
2011-04-15,715.92,7178.29,12341.83,3110.3,1119.77,9591.52,834.98,1369.36,1431.35
2011-04-18,716.91,7026.85,12201.59,3047.6,1084.17,9556.65,821.51,1354.22,1408.26
2011-04-19,703.09,7039.31,12266.75,3062.29,1098.67,9441.03,823.01,1361.8,1415.98
2011-04-20,704.79,7249.19,12453.54,3124.34,1117.12,9606.82,839.45,1380.27,1444.34
2011-04-21,709.95,7295.49,12505.99,3124.35,1128.63,9685.77,845.64,1387.34,1456.03
2011-04-22,706.08,7295.49,12505.99,3124.35,1128.63,9682.21,845.64,1387.34,1456.28
2011-04-25,694.96,7295.49,12479.88,3124.35,1127.85,9671.96,844.23,1384.96,1453.07
2011-04-26,689.78,7356.51,12595.37,3148.96,1146.86,9558.69,853.04,1397.35,1460.06
2011-04-27,688.47,7404.95,12690.96,3149.53,1142.06,9691.84,858.31,1406.25,1462.83
2011-04-28,681.34,7475.22,12763.31,3155.03,1166.31,9849.74,861.55,1411.11,1475.1
2011-04-29,688.41,7514.46,12810.54,3155.03,1169.64,9849.74,865.29,1414.33,1478.96
2011-05-02,688.41,7527.64,12807.36,3155.03,1174.06,10004.2,854.77,1411.86,1481.88
2011-05-03,691.67,7500.7,12807.51,3160.85,1157.55,10004.2,843.77,1407.14,1468.6
2011-05-04,675.59,7373.93,12723.58,3113.25,1144.32,10004.2,832.9,1397.73,1455.82
2011-05-05,676.58,7376.96,12584.17,3082.42,1118.46,10004.2,829.24,1385.06,1439.69
2011-05-06,674.29,7492.25,12638.74,3109.63,1134.62,9859.2,833.34,1390.34,1442.8
2011-05-09,675.88,7410.52,12684.68,3094.14,1109.34,9794.38,842.8,1396.49,1437.67
2011-05-10,680.25,7501.52,12760.36,3133.73,1128.69,9818.76,855.91,1407.74,1449.17
2011-05-11,678.06,7495.05,12630.03,3113.2,1128.48,9864.26,840.66,1392.33,1441.9
